,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,Status
2516,2383227,No,5,30,E1,4.17,4.17,0.0,No,No,Female,Agency,5,Hyderabad,42.0,1,Joined
2517,2383239,Yes,3,30,E2,41.79,41.79,0.0,No,No,Male,Agency,6,Gurgaon,30.0,4,Joined
2518,2383243,No,0,30,E1,62.64,54.24,-5.16,No,No,Female,Direct,2,Bangalore,26.0,2,Not Joined
2519,2383244,Yes,50,30,E1,50.0,40.0,-6.67,No,No,Male,Agency,5,Gurgaon,32.0,4,Joined
2520,2383259,No,0,30,E1,16.98,16.98,0.0,No,No,Male,Direct,4,Chennai,26.0,6,Joined
2521,2383271,Yes,1,60,E1,38.41,34.95,-2.5,No,No,Male,Direct,4,Chennai,29.0,8,Not Joined
2522,2383283,Yes,11,30,E1,42.45,28.21,-10.0,No,No,Female,Employee Referral,4,Chennai,29.0,4,Joined
2523,2383303,Yes,4,30,E1,20.0,10.0,-8.33,No,No,Female,Agency,3,Hyderabad,28.0,8,Joined
2524,2383317,Yes,52,60,E1,54.55,36.36,-11.76,No,No,Male,Agency,3,Hyderabad,30.0,8,Joined
2525,2383321,No,2,60,E2,40.0,80.0,28.57,No,No,Female,Direct,4,Noida,25.0,2,Not Joined
2526,2383344,No,1,30,E1,50.0,68.0,12.0,No,No,Male,Employee Referral,3,Noida,25.0,2,Joined
2527,2383410,Yes,113,30,E1,44.44,42.22,-1.54,No,No,Female,Direct,7,Bangalore,27.0,1,Not Joined
2528,2383889,No,5,30,E1,44.23,44.23,0.0,No,No,Male,Direct,5,Chennai,28.0,9,Joined
2529,2386442,No,5,30,E2,28.08,23.29,-3.74,No,No,Male,Agency,5,Gurgaon,30.0,4,Not Joined
2530,2386448,Yes,30,60,E2,43.94,43.94,0.0,No,No,Male,Agency,7,Gurgaon,35.0,4,Not Joined
2531,2386504,Yes,99,30,E1,51.52,51.52,0.0,No,No,Female,Agency,2,Gurgaon,27.0,4,Joined
2532,2386521,No,4,30,E1,12.5,12.5,0.0,No,No,Male,Agency,3,Hyderabad,25.0,1,Joined
2533,2386522,Yes,56,30,E1,20.37,20.37,0.0,No,No,Male,Agency,5,Gurgaon,28.0,4,Not Joined
2534,2386553,Yes,8,30,E1,9.09,9.09,0.0,No,No,Male,Agency,2,Gurgaon,26.0,4,Joined
2535,2386558,No,1,30,E1,45.0,8.0,-25.52,No,No,Male,Direct,1,Noida,25.0,2,Joined
2536,2386562,Yes,35,30,E2,29.03,19.35,-7.5,No,No,Male,Agency,6,Hyderabad,34.0,1,Joined
2537,2386674,Yes,3,30,E2,44.44,44.44,0.0,No,No,Male,Direct,4,Noida,32.0,2,Joined
2538,2386679,No,6,30,E1,38.85,22.07,-12.08,No,No,Male,Direct,2,Chennai,25.0,2,Joined
2539,2386772,Yes,42,30,E1,61.76,47.06,-9.09,No,No,Male,Direct,3,Bangalore,28.0,4,Joined
2540,2386821,Yes,37,30,E2,13.33,16.67,2.94,No,No,Male,Direct,7,Chennai,32.0,1,Joined
2541,2386837,No,51,60,E2,36.36,36.36,0.0,No,No,Male,Agency,5,Chennai,25.0,2,Not Joined
2542,2386852,Yes,40,30,E1,25.0,25.0,0.0,No,No,Male,Direct,5,Bangalore,28.0,6,Joined
2543,2386856,No,1,60,E3,32.35,32.35,0.0,No,No,Male,Agency,7,Noida,32.0,2,Joined
2544,2386929,No,33,60,E1,56.25,56.25,0.0,No,No,Male,Direct,3,Chennai,28.0,1,Joined
2545,2386967,Yes,1,30,E1,42.86,42.86,0.0,No,No,Female,Direct,1,Noida,24.0,2,Joined
2546,2386973,No,55,60,E3,18.18,18.18,0.0,No,No,Male,Agency,5,Noida,31.0,2,Joined
2547,2386980,No,1,30,E1,42.86,42.86,0.0,No,No,Female,Direct,6,Chennai,30.0,4,Joined
2548,2386995,No,9,30,E2,16.13,16.13,0.0,No,No,Male,Agency,6,Bangalore,29.0,1,Joined
2549,2387025,Yes,37,30,E2,53.37,53.37,0.0,No,No,Male,Direct,6,Bangalore,33.0,4,Joined
2550,2390120,Yes,12,30,E1,21.43,21.43,0.0,No,No,Male,Direct,3,Bangalore,29.0,4,Joined
2551,2392734,Yes,6,30,E1,30.0,30.0,0.0,No,No,Male,Direct,4,Bangalore,31.0,4,Not Joined
2552,2394288,Yes,3,30,E1,50.94,32.08,-12.5,No,No,Male,Agency,5,Bangalore,31.0,4,Joined
2553,2394553,No,0,60,E2,22.01,22.01,0.0,Yes,No,Male,Agency,9,Noida,30.0,2,Joined
2554,2394653,No,29,30,E1,31.58,31.58,0.0,No,No,Male,Direct,3,Bangalore,29.0,4,Joined
2555,2394670,No,34,30,E1,30.95,30.95,0.0,No,No,Male,Agency,3,Bangalore,28.0,4,Joined
2556,2394673,No,28,30,E1,31.58,31.58,0.0,No,No,Male,Direct,3,Bangalore,27.0,4,Joined
2557,2394687,Yes,88,30,E1,19.05,23.81,4.0,No,No,Male,Direct,3,Bangalore,26.0,4,Joined
2558,2394689,No,34,30,E1,25.0,25.0,0.0,No,No,Male,Agency,3,Bangalore,28.0,4,Joined
2559,2394694,Yes,38,30,E1,19.05,19.05,0.0,No,No,Male,Direct,3,Bangalore,27.0,4,Joined
2560,2394695,Yes,33,60,E2,16.67,16.67,0.0,No,No,Male,Direct,10,Noida,32.0,7,Joined
2561,2394700,Yes,52,30,E2,35.42,35.42,0.0,No,No,Male,Direct,6,Bangalore,29.0,6,Joined
2562,2394715,Yes,9,30,E1,34.62,34.62,0.0,No,No,Male,Direct,3,Others,30.0,2,Joined
2563,2394747,Yes,3,30,E2,41.51,41.51,0.0,No,No,Male,Direct,5,Chennai,35.0,5,Joined
2564,2394780,No,34,30,E1,18.42,21.05,2.22,No,No,Male,Agency,3,Bangalore,28.0,4,Joined
2565,2394781,No,94,90,E2,53.85,61.54,5.0,No,Yes,Female,Direct,6,Bangalore,37.0,4,Joined
2566,2394785,Yes,40,30,E1,30.95,30.95,0.0,No,No,Male,Direct,4,Bangalore,28.0,4,Joined
2567,2394792,Yes,5,30,E1,42.86,42.86,0.0,No,No,Male,Agency,3,Bangalore,33.0,4,Joined
2568,2394795,Yes,75,30,E2,25.0,16.11,-7.11,No,No,Male,Direct,7,Bangalore,39.0,4,Joined
2569,2394798,No,6,30,E1,66.67,52.08,-8.75,No,No,Male,Direct,4,Hyderabad,29.0,5,Joined
2570,2394809,No,5,30,E1,75.0,75.0,0.0,No,No,Female,Agency,3,Bangalore,26.0,4,Joined
2571,2394822,No,4,30,E1,52.17,52.17,0.0,No,No,Male,Direct,4,Hyderabad,30.0,5,Joined
2572,2394861,Yes,45,60,E1,20.0,20.0,0.0,No,No,Male,Direct,3,Bangalore,28.0,4,Joined
2573,2394867,No,11,30,E1,25.0,-6.25,-25.0,No,No,Male,Direct,3,Chennai,30.0,1,Joined
2574,2394891,Yes,10,30,E1,30.95,30.95,0.0,No,No,Female,Agency,4,Bangalore,32.0,4,Joined
2575,2394901,Yes,35,30,E1,40.63,40.63,0.0,No,No,Male,Agency,3,Bangalore,25.0,4,Joined
2576,2394915,No,7,30,E1,11.11,6.67,-4.0,No,No,Male,Direct,6,Gurgaon,29.0,4,Joined
2577,2394920,No,5,30,E1,62.16,35.14,-16.67,No,No,Male,Direct,3,Bangalore,25.0,4,Joined
2578,2394922,Yes,4,30,E1,96.43,78.57,-9.09,No,No,Female,Direct,3,Bangalore,27.0,4,Not Joined
2579,2394927,Yes,50,30,E1,23.81,21.43,-1.92,No,No,Male,Agency,5,Bangalore,33.0,4,Joined
2580,2394935,No,31,30,E1,11.11,11.11,0.0,No,No,Male,Agency,3,Bangalore,29.0,4,Joined
2581,2394937,No,1,30,E1,38.78,26.53,-8.82,No,No,Female,Employee Referral,3,Bangalore,27.0,1,Joined
2582,2395375,Yes,4,30,E1,28.97,19.05,-7.69,No,No,Male,Direct,3,Bangalore,28.0,4,Joined
2583,2395381,No,34,30,E1,31.58,20.61,-8.33,No,No,Male,Agency,4,Bangalore,27.0,4,Joined
2584,2395385,No,24,30,E1,18.52,18.52,0.0,No,No,Female,Direct,5,Hyderabad,29.0,6,Joined
2585,2395399,Yes,3,30,E1,22.09,16.28,-4.76,No,No,Female,Direct,3,Bangalore,28.0,4,Joined
2586,2395406,Yes,34,30,E1,7.53,20.97,12.5,No,No,Male,Agency,4,Bangalore,33.0,4,Joined
2587,2395407,Yes,46,30,E1,30.95,30.95,0.0,No,No,Male,Employee Referral,3,Chennai,27.0,6,Joined
2588,2395448,No,0,30,E2,65.71,65.71,0.0,No,No,Male,Employee Referral,4,Noida,26.0,2,Not Joined
2589,2395473,No,29,30,E1,25.0,19.57,-4.35,No,No,Male,Direct,3,Bangalore,29.0,4,Joined
2590,2395590,Yes,43,30,E1,23.46,23.46,0.0,No,No,Male,Direct,4,Bangalore,33.0,4,Joined
2591,2395616,No,1,30,E3,-6.9,-6.9,0.0,No,No,Male,Direct,5,Noida,35.0,2,Joined
2592,2395684,Yes,109,90,E1,64.71,42.35,-13.57,No,No,Male,Employee Referral,3,Bangalore,26.0,4,Joined
2593,2396019,No,2,30,E1,100.0,33.33,-33.33,No,No,Male,Direct,3,Hyderabad,27.0,1,Joined
2594,2396082,Yes,37,30,E2,34.67,24.31,-7.69,No,No,Male,Employee Referral,8,Bangalore,31.0,1,Joined
2595,2397174,No,1,45,E1,27.27,27.27,0.0,No,No,Male,Direct,6,Noida,33.0,3,Joined
2596,2397203,Yes,11,60,E2,61.29,57.26,-2.5,No,No,Male,Direct,6,Noida,30.0,5,Not Joined
2597,2397258,Yes,1,30,E1,58.86,58.86,0.0,No,No,Female,Direct,3,Chennai,26.0,9,Joined
2598,2397905,Yes,9,30,E1,129.89,86.78,-18.75,No,No,Male,Direct,3,Hyderabad,28.0,1,Joined
2599,2397999,Yes,35,30,E2,84.62,38.46,-25.0,No,No,Male,Direct,7,Bangalore,34.0,4,Joined
2600,2398284,Yes,6,30,E1,57.89,31.58,-16.67,No,No,Female,Direct,3,Bangalore,28.0,4,Joined
2601,2398663,No,9,30,E1,16.67,24.5,6.71,No,No,Male,Direct,4,Hyderabad,30.0,6,Joined
2602,2398705,Yes,3,30,E1,31.94,31.94,0.0,No,No,Male,Direct,3,Bangalore,28.0,4,Joined
2603,2398707,No,2,30,E1,33.33,33.33,0.0,No,No,Male,Direct,2,Kolkata,27.0,2,Joined
2604,2398739,No,0,30,E2,66.67,200.0,80.0,No,No,Male,Employee Referral,4,Noida,30.0,2,Joined
2605,2398759,No,5,90,E1,55.88,39.09,-10.77,No,No,Male,Direct,3,Bangalore,26.0,6,Not Joined
2606,2398786,Yes,1,60,E2,46.34,31.71,-10.0,No,No,Male,Direct,6,Chennai,30.0,1,Joined
2607,2398794,Yes,41,30,E1,27.27,18.18,-7.14,No,No,Male,Agency,4,Bangalore,28.0,4,Not Joined
2608,2398799,Yes,26,60,E2,41.08,58.71,12.5,No,No,Female,Direct,4,Chennai,29.0,2,Not Joined
2609,2399324,Yes,48,60,E1,19.72,-1.41,-17.65,No,No,Male,Direct,4,Hyderabad,30.0,6,Not Joined
2610,2399352,Yes,5,60,E3,70.21,43.32,-15.8,No,No,Male,Agency,9,Chennai,33.0,2,Joined
2611,2399446,No,1,30,E1,23.81,21.43,-1.92,No,No,Male,Direct,3,Bangalore,27.0,4,Joined
2612,2399474,Yes,29,60,E3,22.73,22.47,-0.21,No,No,Male,Direct,8,Noida,36.0,2,Joined
2613,2399479,No,60,30,E2,26.92,26.92,0.0,No,No,Male,Agency,5,Bangalore,31.0,4,Joined
2614,2399480,Yes,53,60,E1,19.72,16.2,-2.94,No,No,Male,Direct,4,Hyderabad,28.0,6,Joined
2615,2399488,No,17,30,E2,11.76,11.76,0.0,No,No,Male,Agency,7,Bangalore,40.0,4,Not Joined
2616,2399505,No,1,30,E2,33.11,24.79,-6.25,No,No,Female,Direct,7,Bangalore,33.0,4,Joined
2617,2399506,No,1,30,E1,4.17,4.17,0.0,No,No,Female,Agency,5,Bangalore,32.0,6,Joined
2618,2399531,No,5,30,E1,3.17,3.17,0.0,No,No,Female,Agency,4,Bangalore,28.0,4,Not Joined
2619,2399578,No,0,30,E1,34.62,19.23,-11.43,No,No,Male,Direct,5,Hyderabad,28.0,6,Joined
2620,2399591,Yes,94,60,E2,45.35,27.91,-12.0,No,No,Male,Employee Referral,6,Noida,30.0,6,Joined
2621,2399596,No,3,30,E3,12.92,21.71,7.78,No,No,Male,Direct,6,Noida,30.0,2,Joined
2622,2399614,Yes,66,60,E2,38.89,33.33,-4.0,No,No,Male,Agency,8,Chennai,33.0,5,Joined
2623,2399616,Yes,20,30,E1,38.89,45.83,5.0,No,No,Male,Direct,4,Chennai,27.0,1,Joined
2624,2399643,No,2,45,E1,50.0,43.79,-4.14,No,No,Male,Direct,2,Chennai,24.0,1,Joined
2625,2399646,No,31,30,E1,14.81,14.81,0.0,No,No,Male,Direct,4,Bangalore,29.0,4,Joined
2626,2399678,Yes,25,30,E1,38.89,38.89,0.0,No,No,Male,Direct,3,Bangalore,28.0,4,Joined
2627,2399682,Yes,2,30,E1,30.68,30.68,0.0,No,No,Male,Direct,3,Chennai,29.0,6,Joined
2628,2399692,No,6,30,E1,38.89,52.78,10.0,No,No,Male,Direct,4,Bangalore,29.0,4,Joined
2629,2399704,Yes,3,60,E1,49.06,49.06,0.0,No,No,Male,Direct,3,Noida,29.0,2,Joined
2630,2399708,Yes,59,30,E3,17.68,17.68,0.0,No,No,Male,Agency,10,Noida,31.0,2,Not Joined
2631,2399719,Yes,34,30,E1,22.22,26.67,3.64,No,No,Male,Direct,4,Hyderabad,27.0,6,Joined
2632,2399747,Yes,4,30,E1,36.6,36.6,0.0,No,No,Male,Direct,3,Chennai,28.0,6,Joined
2633,2399778,Yes,95,30,E2,29.63,20.37,-7.14,No,No,Male,Direct,7,Bangalore,34.0,4,Joined
2634,2399856,No,2,60,E2,38.16,34.21,-2.86,No,No,Male,Direct,7,Bangalore,29.0,2,Joined
2635,2399911,No,2,0,E1,51.52,38.89,-8.33,No,No,Male,Direct,4,Gurgaon,33.0,4,Joined
2636,2399957,No,0,30,E1,75.68,48.65,-15.38,No,No,Male,Direct,3,Noida,27.0,6,Joined
2637,2399959,No,1,30,E2,44.44,4.44,-27.69,No,No,Male,Direct,4,Chennai,27.0,2,Joined
2638,2399968,Yes,1,30,E2,22.22,16.67,-4.55,No,No,Male,Direct,5,Bangalore,47.0,7,Joined
2639,2399980,No,2,60,E3,26.88,20.54,-5.0,No,No,Male,Direct,16,Noida,39.0,7,Joined
2640,2399986,Yes,12,90,E2,61.29,61.29,0.0,No,No,Male,Agency,6,Chennai,29.0,6,Joined
2641,2400015,No,61,60,E1,50.54,50.54,0.0,No,No,Female,Direct,3,Bangalore,27.0,6,Not Joined
2642,2400375,No,0,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,Noida,33.0,2,Joined
2643,2400376,No,17,90,E3,36.84,31.58,-3.85,No,No,Male,Direct,10,Chennai,42.0,2,Not Joined
2644,2401135,No,0,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,Bangalore,29.0,2,Joined
2645,2401190,Yes,15,90,E2,22.22,15.56,-5.45,No,No,Male,Direct,7,Kolkata,31.0,7,Joined
2646,2402862,Yes,44,30,E1,7.64,7.64,0.0,No,No,Female,Direct,2,Noida,26.0,2,Joined
2647,2403665,Yes,1,30,E1,66.67,76.67,6.0,No,No,Male,Direct,3,Chennai,25.0,5,Joined
2648,2403850,No,0,60,E2,37.5,150.0,81.82,No,No,Male,Direct,10,Chennai,37.0,2,Not Joined
2649,2403943,Yes,17,30,E2,29.41,15.27,-10.93,No,No,Male,Employee Referral,6,Chennai,32.0,2,Joined
2650,2404033,Yes,0,30,E1,27.91,33.72,4.55,No,No,Male,Employee Referral,4,Chennai,29.0,6,Joined
2651,2405008,Yes,4,60,E1,87.5,64.06,-12.5,No,No,Male,Employee Referral,3,Hyderabad,25.0,8,Not Joined
2652,2405454,Yes,39,30,E1,33.33,33.33,0.0,No,No,Male,Direct,6,Bangalore,29.0,6,Joined
2653,2405557,No,1,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Joined
2654,2405580,No,111,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,25.0,2,Not Joined
2655,2405705,No,3,30,E3,39.24,39.24,0.0,No,No,Male,Employee Referral,8,Noida,38.0,2,Joined
2656,2405898,Yes,4,30,E2,22.22,16.67,-4.55,No,No,Male,Employee Referral,8,Bangalore,34.0,6,Joined
2657,2406818,No,41,30,E2,50.68,30.14,-13.64,No,No,Female,Direct,7,Bangalore,33.0,4,Joined
2658,2406900,Yes,107,30,E1,42.86,23.81,-13.33,No,No,Male,Direct,4,Bangalore,30.0,4,Not Joined
2659,2406910,No,3,60,E1,85.71,28.57,-30.77,No,No,Male,Agency,3,Hyderabad,27.0,1,Not Joined
2660,2406925,No,1,30,E2,18.64,15.82,-2.38,No,No,Male,Agency,6,Chennai,32.0,1,Joined
2661,2406944,Yes,3,30,E2,38.46,23.08,-11.11,No,No,Male,Agency,6,Chennai,27.0,1,Not Joined
2662,2407018,No,5,30,E1,78.57,85.71,4.0,No,No,Male,Direct,3,Chennai,28.0,5,Joined
2663,2407041,Yes,1,60,E1,76.47,67.65,-5.0,No,No,Female,Direct,4,Chennai,27.0,5,Joined
2664,2407172,No,12,30,E1,42.86,42.86,0.0,No,No,Male,Direct,1,Kolkata,25.0,2,Not Joined
2665,2407213,Yes,15,30,E1,43.68,43.68,0.0,No,No,Male,Employee Referral,1,Noida,25.0,2,Joined
2666,2407222,No,6,45,E3,25.23,25.91,0.54,No,No,Male,Agency,11,Chennai,40.0,2,Joined
2667,2407224,Yes,69,75,E1,2.74,17.42,14.29,No,No,Male,Agency,3,Chennai,26.0,1,Joined
2668,2407229,Yes,13,30,E2,38.89,38.89,0.0,No,No,Male,Direct,3,Mumbai,30.0,2,Joined
2669,2407235,Yes,36,30,E1,13.16,13.16,0.0,No,No,Male,Direct,3,Chennai,26.0,5,Joined
2670,2407243,Yes,4,30,E1,42.86,30.95,-8.33,No,No,Male,Direct,3,Noida,36.0,8,Joined
2671,2407257,No,2,60,E2,30.0,28.46,-1.18,No,No,Male,Employee Referral,5,Noida,32.0,2,Joined
2672,2407271,Yes,31,30,E2,31.98,26.9,-3.85,No,No,Male,Direct,8,Bangalore,32.0,8,Joined
2673,2407274,No,6,30,E1,50.0,33.33,-11.11,No,No,Male,Direct,5,Chennai,29.0,6,Joined
2674,2407322,Yes,49,60,E1,44.44,44.44,0.0,No,No,Female,Employee Referral,2,Chennai,25.0,1,Joined
2675,2407329,No,3,45,E2,43.75,37.5,-4.35,No,No,Male,Direct,6,Noida,29.0,2,Joined
2676,2407334,Yes,76,90,E2,28.59,28.59,0.0,No,No,Male,Agency,7,Noida,31.0,2,Joined
2677,2407338,Yes,4,30,E2,31.25,31.25,0.0,No,No,Male,Employee Referral,4,Noida,27.0,2,Joined
2678,2407356,Yes,33,30,E1,23.08,0.0,-18.75,No,No,Female,Employee Referral,4,Bangalore,37.0,4,Joined
2679,2407385,No,1,30,E1,22.63,22.63,0.0,No,No,Male,Direct,2,Ahmedabad,30.0,2,Joined
2680,2407446,No,1,30,E1,18.42,13.16,-4.44,No,No,Female,Direct,3,Chennai,31.0,5,Joined
2681,2407554,Yes,13,30,E1,48.94,42.55,-4.29,No,No,Male,Direct,3,Noida,27.0,6,Joined
2682,2407589,Yes,1,30,E1,-4.76,42.86,50.0,No,No,Male,Agency,2,Gurgaon,27.0,2,Joined
2683,2407595,No,5,30,E2,13.1,7.14,-5.26,No,No,Male,Agency,6,Gurgaon,32.0,1,Joined
2684,2407663,Yes,24,30,E1,50.0,50.0,0.0,No,No,Male,Direct,3,Chennai,26.0,5,Not Joined
2685,2407676,Yes,4,90,E1,70.21,59.57,-6.25,No,No,Male,Direct,4,Hyderabad,30.0,5,Joined
2686,2407687,No,11,60,E1,11.86,18.57,6.0,No,No,Male,Direct,3,Chennai,25.0,5,Not Joined
2687,2407699,No,2,30,E1,44.0,100.0,38.89,No,No,Male,Direct,2,Chennai,25.0,2,Joined
2688,2407713,Yes,0,30,E1,120.0,80.0,-18.18,No,No,Male,Agency,3,Chennai,26.0,1,Joined
2689,2407716,No,23,60,E1,31.25,21.88,-7.14,No,No,Male,Direct,2,Chennai,24.0,1,Joined
2690,2407730,No,2,30,E1,53.85,38.46,-10.0,No,No,Male,Agency,3,Chennai,29.0,1,Joined
2691,2407736,Yes,26,45,E1,83.33,45.0,-20.91,No,No,Male,Agency,3,Chennai,26.0,1,Joined
2692,2407745,Yes,28,30,E1,45.83,62.5,11.43,No,No,Male,Agency,2,Chennai,25.0,1,Joined
2693,2407768,No,2,45,E1,95.65,82.61,-6.67,No,No,Male,Direct,4,Chennai,26.0,1,Joined
2694,2407770,No,2,30,E1,94.44,56.94,-19.29,No,No,Female,Agency,5,Chennai,28.0,1,Joined
2695,2407795,No,30,30,E1,94.55,75.1,-10.0,No,No,Male,Agency,9,Chennai,34.0,1,Joined
2696,2409901,Yes,104,90,E1,46.81,46.81,0.0,Yes,Yes,Male,Direct,2,Noida,25.0,5,Joined
2697,2410329,Yes,8,30,E2,18.42,18.42,0.0,No,No,Male,Agency,5,Noida,30.0,2,Joined
2698,2410343,No,109,30,E2,60.92,37.93,-14.29,No,No,Male,Agency,8,Kolkata,35.0,7,Not Joined
2699,2410347,Yes,23,30,E1,46.67,66.67,13.64,No,No,Male,Agency,2,Noida,27.0,2,Joined
2700,2410445,No,0,30,E1,14.29,11.43,-2.5,No,No,Male,Direct,5,Chennai,28.0,6,Not Joined
2701,2410457,No,0,30,E2,90.48,66.67,-12.5,No,No,Male,Employee Referral,3,Noida,25.0,2,Joined
2702,2410458,No,56,60,E1,59.09,44.32,-9.29,No,No,Female,Direct,3,Chennai,27.0,6,Joined
2703,2410475,No,3,30,E2,90.48,66.67,-12.5,No,No,Male,Employee Referral,3,Noida,26.0,2,Joined
2704,2411541,No,0,30,E1,59.09,77.27,11.43,No,No,Male,Direct,2,Noida,24.0,1,Joined
2705,2411573,No,2,30,E1,33.33,120.0,65.0,No,No,Female,Direct,2,Hyderabad,31.0,2,Joined
2706,2416400,Yes,6,30,E2,6.19,3.98,-2.08,No,No,Male,Agency,6,Chennai,29.0,8,Not Joined
2707,2416429,No,3,30,E1,66.67,38.89,-16.67,No,No,Male,Direct,3,Chennai,28.0,1,Joined
2708,2416443,Yes,2,30,E1,33.33,33.33,0.0,No,No,Female,Agency,4,Bangalore,34.0,4,Joined
2709,2416487,No,1,30,E1,30.0,50.0,15.38,No,No,Male,Agency,3,Bangalore,27.0,4,Joined
2710,2416508,No,3,30,E1,26.19,26.19,0.0,No,No,Female,Agency,3,Bangalore,31.0,4,Joined
2711,2416515,No,14,30,E1,10.0,10.0,0.0,No,No,Male,Agency,3,Bangalore,31.0,4,Joined
2712,2416519,Yes,52,30,E1,28.57,28.57,0.0,No,No,Male,Agency,3,Bangalore,22.0,4,Joined
2713,2416531,No,1,30,E1,50.0,50.0,0.0,No,No,Female,Agency,3,Bangalore,26.0,4,Joined
2714,2416540,Yes,36,30,E1,40.63,40.63,0.0,No,No,Male,Agency,3,Bangalore,29.0,4,Joined
2715,2416557,No,3,60,E1,40.63,50.0,6.67,No,No,Male,Direct,3,Chennai,25.0,1,Not Joined
2716,2416564,Yes,2,30,E1,34.62,44.23,7.14,No,No,Female,Agency,4,Bangalore,29.0,4,Not Joined
2717,2416574,Yes,14,90,E2,41.18,41.18,0.0,No,No,Female,Direct,6,Chennai,29.0,1,Not Joined
2718,2416578,No,1,30,E1,25.0,32.35,5.88,No,No,Male,Agency,3,Bangalore,28.0,4,Joined
2719,2416582,Yes,46,30,E1,32.26,15.32,-12.8,No,No,Male,Agency,4,Bangalore,30.0,4,Joined
2720,2416588,No,41,30,E1,45.45,27.27,-12.5,No,No,Female,Agency,5,Bangalore,29.0,4,Joined
2721,2416616,Yes,21,30,E1,53.85,61.54,5.0,No,No,Male,Agency,3,Chennai,26.0,1,Not Joined
2722,2416633,No,1,30,E1,50.0,32.27,-11.82,No,No,Male,Direct,1,Noida,24.0,2,Joined
2723,2416635,Yes,35,30,E1,5.08,1.69,-3.23,No,No,Female,Direct,4,Bangalore,27.0,4,Joined
2724,2416647,No,31,30,E1,10.0,19.05,8.23,No,No,Male,Direct,3,Bangalore,26.0,4,Joined
2725,2416655,Yes,46,30,E1,29.86,24.13,-4.41,No,No,Male,Direct,4,Bangalore,28.0,4,Joined
2726,2416660,No,61,45,E1,38.3,31.91,-4.62,No,No,Male,Agency,4,Bangalore,28.0,4,Joined
2727,2416664,No,61,60,E1,41.46,46.34,3.45,No,No,Male,Agency,3,Bangalore,25.0,4,Joined
2728,2416698,Yes,10,30,E1,20.0,16.36,-3.03,Yes,No,Male,Agency,4,Bangalore,32.0,7,Joined
2729,2416706,Yes,3,30,E2,42.86,42.86,0.0,No,No,Male,Agency,4,Noida,29.0,2,Joined
2730,2416708,Yes,8,30,E1,0.0,3.45,3.45,No,No,Female,Direct,4,Bangalore,27.0,4,Not Joined
2731,2416716,No,35,90,E1,44.44,38.89,-3.85,No,No,Male,Agency,3,Bangalore,27.0,4,Not Joined
2732,2416728,No,4,30,E1,50.0,50.0,0.0,No,No,Male,Agency,4,Noida,23.0,2,Joined
2733,2416729,No,7,30,E2,7.14,7.14,0.0,No,No,Male,Direct,8,Chennai,34.0,4,Joined
2734,2416745,No,3,30,E1,20.0,10.0,-8.33,No,No,Male,Agency,3,Chennai,27.0,2,Joined
2735,2416751,No,2,0,E1,69.64,60.71,-5.26,No,No,Male,Employee Referral,4,Noida,28.0,1,Joined
2736,2416753,Yes,95,30,E1,22.55,16.83,-4.67,No,No,Male,Direct,3,Bangalore,29.0,4,Joined
2737,2416778,No,0,30,E1,56.25,56.25,0.0,No,No,Male,Employee Referral,3,Mumbai,26.0,4,Joined
2738,2416791,No,0,60,E1,25.0,-2.5,-22.0,No,No,Male,Agency,1,Chennai,24.0,2,Joined
2739,2416810,Yes,7,30,E1,25.0,25.0,0.0,No,No,Male,Direct,3,Bangalore,31.0,6,Joined
2740,2416819,No,8,60,E2,39.13,21.74,-12.5,No,No,Male,Direct,11,Chennai,36.0,1,Not Joined
2741,2416834,No,10,30,E1,10.0,28.21,16.55,No,No,Male,Direct,3,Bangalore,28.0,4,Joined
2742,2416837,No,0,30,E1,15.14,35.14,17.37,No,No,Male,Direct,4,Bangalore,25.0,4,Joined
2743,2416851,No,1,30,E1,51.52,32.42,-12.6,No,No,Male,Direct,4,Noida,34.0,1,Joined
2744,2416876,Yes,14,60,E1,64.68,64.68,0.0,No,No,Female,Agency,4,Bangalore,27.0,1,Not Joined
2745,2416877,Yes,1,30,E1,2.56,-1.28,-3.75,No,No,Male,Direct,5,Bangalore,32.0,4,Joined
2746,2416902,Yes,48,30,E2,9.41,9.41,0.0,No,No,Female,Agency,7,Chennai,33.0,1,Joined
2747,2416903,No,72,30,E1,28.38,28.38,0.0,No,No,Male,Direct,3,Chennai,27.0,4,Joined
2748,2416911,Yes,59,60,E1,84.62,38.46,-25.0,No,No,Male,Agency,3,Chennai,27.0,7,Joined
2749,2416925,Yes,1,30,E1,110.53,78.95,-15.0,No,No,Male,Direct,2,Noida,27.0,5,Joined
2750,2417002,No,58,60,E1,71.88,71.88,0.0,No,No,Female,Agency,3,Bangalore,25.0,4,Not Joined
2751,2417007,Yes,46,60,E1,66.67,44.44,-13.33,No,No,Female,Agency,3,Chennai,27.0,1,Not Joined
